type,2016,2017,2018,2019,2020,2021,2022,harga_rata_rata,nama_rumah,tipe_rumah,Lokasi,kt,km,grs,lt,lb
Rumah,183000000,205000000,236000000,260000000,273000000,286000000,301000000,249142857.142857,Rumah Dijual Cileungsi Stylish Minimalis Citra Indah 3137,siap huni,Cileungsi   ,2,1,1,66,55
Rumah,490000000,549000000,632000000,695000000,729000000,766000000,804000000,666428571.428572,Rumah Dijual Cileungsi Stylish Modern Citra Indah 3154,siap huni,Cileungsi   ,3,2,1,161,100
Rumah,280000000,314000000,361000000,397000000,417000000,438000000,460000000,381000000,Rumah Dijual Cileungsi Stylish Modern Citra Indah 3161,siap huni,Cileungsi   ,3,2,1,90,70
Rumah,390000000,437000000,503000000,553000000,581000000,610000000,640000000,530571428.571429,Rumah Dijual Cileungsi Stylish Modern Citra Indah 3202,siap huni,Cileungsi   ,2,1,1,90,75
Rumah,240000000,269000000,310000000,341000000,358000000,375000000,394000000,326714285.714286,Rumah Dijual Cileungsi Stylish Modern Citra Indah 3262,siap huni,Cileungsi   ,2,2,1,60,60
Rumah,320000000,359000000,413000000,454000000,477000000,500000000,525000000,435428571.428571,Rumah Dijual Cileungsi Stylish Modern Citra Indah 3269,siap huni,Cileungsi   ,2,1,1,148,36
Rumah,625000000,700000000,805000000,886000000,930000000,977000000,1026000000,849857142.857143,Rumah Dijual Cileungsi Stylish Siap Huni Citra Indah 3230,siap huni,Cileungsi   ,2,1,1,165,41
Rumah,285000000,320000000,368000000,404000000,424000000,446000000,468000000,387857142.857143,Rumah Dijual Cileungsi Stylish Tentram Citra Indah 3159,siap huni,Cileungsi   ,2,1,1,90,60
Rumah,850000000,952000000,1095000000,1205000000,1265000000,1328000000,1395000000,1155714285.71429,Rumah Dijual Cileungsi Tentram Asri Citra Indah 3171,siap huni,Cileungsi   ,2,1,1,178,39
Rumah,365000000,409000000,471000000,518000000,543000000,571000000,599000000,496571428.571429,Rumah Dijual Cileungsi Tentram Classic Citra Indah 3224,siap huni,Cileungsi   ,2,1,1,90,70
Rumah,199000000,223000000,257000000,282000000,297000000,311000000,327000000,270857142.857143,Rumah Dijual Cileungsi Tentram Siap Huni Citra Indah 3142,siap huni,Cileungsi   ,2,1,1,72,72
Rumah,249000000,279000000,321000000,353000000,371000000,389000000,409000000,338714285.714286,Rumah Dijual Cileungsi Trendy Lux Citra Indah 3203,siap huni,Cileungsi   ,2,1,1,72,55
Rumah,439000000,492000000,566000000,622000000,654000000,686000000,721000000,597142857.142857,Rumah Dijual Cileungsi Trendy Lux Citra Indah 3276,siap huni,Cileungsi   ,3,2,1,90,80
Rumah,275000000,308000000,355000000,390000000,410000000,430000000,452000000,374285714.285714,Rumah Dijual Cileungsi Trendy Lux Citra Indah 3280,siap huni,Cileungsi   ,2,1,1,50,72
Rumah,375000000,420000000,483000000,532000000,558000000,586000000,616000000,510000000,Rumah Dijual Cileungsi Trendy Retro Citra Indah 3153,siap huni,Cileungsi   ,2,1,1,90,70
Rumah,230000000,258000000,297000000,326000000,343000000,360000000,378000000,313142857.142857,Rumah Dijual Cileungsi Urban Romantic Citra Indah 3117,siap huni,Cileungsi   ,2,1,1,72,60
Rumah,360000000,404000000,464000000,511000000,536000000,563000000,591000000,489857142.857143,Rumah Dijual Cileungsi Urban Tentram Citra Indah 3237,siap huni,Cileungsi   ,2,1,1,90,70
Rumah,498000000,558000000,642000000,706000000,741000000,778000000,817000000,677142857.142857,Rumah Dijual Dekat Stasiun Serpong Tanpa Dp Lokas Strategis,siap huni,Gunung Sindur   ,2,1,1,66,36
Rumah,150000000,168000000,194000000,213000000,224000000,235000000,247000000,204428571.428571,Rumah Dijual di Bali Resort Komplek Dengan Nuansa Bali unfurnished  Shm  di Jln Atang Sandjaja  Bantarjaya  Rancabungur Kab.     ,siap huni,  Barat   ,2,1,1,66,33
Rumah,3200000000,3584000000,4122000000,4534000000,4761000000,4999000000,5249000000,4349857142.85714,Rumah dijual di boulevard Kota Wisata Cibubur,siap huni,Kota Wisata   ,3,2,1,160,200
Rumah,700000000,784000000,902000000,992000000,1042000000,1094000000,1149000000,951857142.857143,Rumah dijual di Bukit Cimanggu City Cluster Pinewood siap huni,siap huni,Tanah Sareal   ,2,1,1,78,39
Rumah,465000000,521000000,599000000,659000000,692000000,727000000,763000000,632285714.285714,Rumah Dijual Dijual 400 Jutaan Siap Huni SHM Sudah Pecah,siap huni,Bojong Gede   ,2,1,1,72,45
Rumah,975000000,1092000000,1256000000,1382000000,1451000000,1523000000,1600000000,1325571428.57143,Rumah dijual full furnished aman dan nyaman,siap huni,Sentul City   ,3,2,1,90,60
Rumah,1400000000,1568000000,1804000000,1984000000,2083000000,2187000000,2297000000,1903285714.28571,Rumah Dijual Komplek Bukit Rancamaya Strategis Jual Murah!!,siap huni,Rancamaya   ,2,1,2,98,38
Rumah,1100000000,1232000000,1417000000,1559000000,1637000000,1719000000,1805000000,1495571428.57143,Rumah Dijual Kota    Dekat Pasar Induk Kemang  ,siap huni,Tanah Sareal   ,3,3,0,104,140
Rumah,165000000,185000000,213000000,234000000,246000000,258000000,271000000,224571428.571429,Rumah dijual murah banget dekat jalan raya besar,siap huni,Bojong Gede   ,2,1,0,30,30
Rumah,190000000,213000000,245000000,270000000,283000000,297000000,312000000,258571428.571429,Rumah Dijual murah lokasi strategis dan bebas dari banjir dekat dengan stasiun dan jalur angkot,siap huni,  Barat   ,2,1,1,37,37
Rumah,1010000000,1132000000,1301000000,1431000000,1503000000,1578000000,1657000000,1373142857.14286,Rumah Dijual Murah Sudah Renovasi di Taman Kenari Nusantara,siap huni,Gunung Putri   ,2,1,1,115,54
Rumah,765000000,857000000,986000000,1084000000,1139000000,1195000000,1255000000,1040142857.14286,Rumah Dijual Nempel Pamulang Fasilitas Lengkap Siap Huni,siap huni,Gunung Sindur   ,2,1,1,78,42
Rumah,820000000,919000000,1057000000,1162000000,1220000000,1281000000,1345000000,1114857142.85714,Rumah Dijual Siap Huni di Natura Serpong    Bisa Bantu Kpr,siap huni,Gunung Sindur   ,2,1,1,72,34
Rumah,500000000,560000000,644000000,709000000,744000000,782000000,821000000,680000000,Rumah Dua Unit Gandeng Harga Terjangkau 2254nn,siap huni,Jonggol   ,1,1,1,72,45
Rumah,300000000,336000000,387000000,426000000,447000000,469000000,493000000,408285714.285714,Rumah Exclusive Fasilitas Smart Home,siap huni,Cileungsi   ,2,1,0,60,36
Rumah,168000000,189000000,217000000,239000000,250000000,263000000,276000000,228857142.857143,Rumah Fontana lake Rumah,siap huni,Cileungsi   ,,,0,60,30
Rumah,990000000,1109000000,1276000000,1403000000,1473000000,1547000000,1624000000,1346000000,Rumah Free Furniture Di Permata Cimanggis Harga All In,siap huni,Tapos   ,2,2,1,90,135
Rumah,2000000000,2240000000,2576000000,2834000000,2976000000,3125000000,3281000000,2718857142.85714,Rumah Full Renov di Royal Tajur Exclusive Jarang Ada,siap huni,Tajur   ,4,3,0,136,200
Rumah,315000000,353000000,406000000,447000000,469000000,493000000,517000000,428571428.571429,Rumah Full Renovasi Dengan Desain Terkini 2164en,siap huni,Jonggol   ,2,1,1,72,60
Rumah,430000000,482000000,554000000,610000000,640000000,672000000,706000000,584857142.857143,Rumah Full Renovasi Dengan Desain Terkini 2203nn,siap huni,Jonggol   ,3,1,1,72,54
Rumah,700000000,784000000,902000000,992000000,1042000000,1094000000,1149000000,951857142.857143,Rumah Full renovasi luas 178 di Perumahan Citra Indah City   Cileungsi - Jonggol    Timur,siap huni,Jonggol   ,4,3,2,178,145
Rumah,3500000000,3920000000,4508000000,4959000000,5207000000,5468000000,5741000000,4757571428.57143,Rumah Furnished Komplek Pakuan Spring Of Pakuan,siap huni,Pakuan   ,4,2,0,105,129
Rumah,3500000000,3920000000,4508000000,4959000000,5207000000,5468000000,5741000000,4757571428.57143,Rumah Furnished Komplek Pakuan Spring Of Pakuan,siap huni,Pakuan   ,4,2,0,105,129
Rumah,3500000000,3920000000,4508000000,4959000000,5207000000,5468000000,5741000000,4757571428.57143,Rumah Furnished Komplek Pakuan Spring Of Pakuan,siap huni,Pakuan   ,4,2,0,105,129
Rumah,3200000000,3584000000,4122000000,4534000000,4761000000,4999000000,5249000000,4349857142.85714,Rumah gandeng 4 di Barangsiang   **,siap huni,Baranangsiang   ,5,7,0,264,264
Rumah,3900000000,4368000000,5024000000,5526000000,5802000000,6092000000,6397000000,5301285714.28571,Rumah Gaya Klasik 2 Lantai SHM Villa   Indah Blok E,siap huni,Ciparigi   ,5,5,2,327,500
Rumah,28000000000,31360000000,36064000000,39671000000,41654000000,43737000000,45924000000,38058571428.5714,Rumah Gaya Maroko Plus Kolam Renang Siap Huni Sentul City,siap huni,Sentul City   ,4,4,5,2226,500
Rumah,835000000,936000000,1076000000,1184000000,1243000000,1305000000,1370000000,1135571428.57143,Rumah Halaman Luas Posisi Hook Tengah Sentul City  ,siap huni,Sentul City   ,2,2,2,150,63
Rumah,700000000,784000000,902000000,992000000,1042000000,1094000000,1149000000,951857142.857143,Rumah Harga All In 7 Menit Ke Puskesmas Klapanunggal Bisa Kpr,siap huni,Cileungsi   ,2,1,1,84,38
Rumah,1010000000,1132000000,1301000000,1431000000,1503000000,1578000000,1657000000,1373142857.14286,Rumah Harga All In 8 Menit Ke Mall Ciputra Cibubur Siap Kpr,siap huni,Gunung Putri   ,2,1,1,115,54
Rumah,1300000000,1456000000,1675000000,1842000000,1934000000,2031000000,2133000000,1767285714.28571,Rumah Harga All In Dekat Mall di Grand Sentul Siap Kpr,siap huni,Sukaraja   ,3,3,1,144,102
Rumah,1190000000,1333000000,1533000000,1686000000,1771000000,1859000000,1952000000,1617714285.71429,Rumah Harga All In Strategis Dekat Cibinong Square di Cluster Intan Regency,siap huni,Cibinong   ,3,2,1,98,144
Rumah,11600000000,12992000000,14941000000,16435000000,17257000000,18120000000,19026000000,15767285714.2857,Rumah Harga Kavling Best View Mountain In Sentul City,siap huni,Sentul City   ,4,5,5,1660,550
Rumah,11600000000,12992000000,14941000000,16435000000,17257000000,18120000000,19026000000,15767285714.2857,Rumah Harga Kavling Best View Sentul City  ,siap huni,Sentul City   ,4,5,2,1660,550
Rumah,475000000,532000000,612000000,673000000,707000000,742000000,780000000,645857142.857143,Rumah harga murah di cluster Sentul city  ,siap huni,Sentul City   ,2,1,1,81,45
Rumah,3700000000,4144000000,4766000000,5243000000,5505000000,5780000000,6069000000,5029571428.57143,Rumah Harga Murah Taman Luas Sentul City  ,siap huni,Sentul City   ,3,2,0,411,150
Rumah,289000000,324000000,373000000,410000000,430000000,452000000,474000000,393142857.142857,Rumah harga terjangkau. DP 0 rupiah. Akses mudah. Pinggir jalan.,siap huni,Cibubur   ,2,1,1,60,30
Rumah,1020000000,1143000000,1314000000,1446000000,1518000000,1594000000,1673000000,1386857142.85714,RUMAH HOOK ASRI NYAMAN DAN SEJUK DI RANCAMAYA,siap huni,Rancamaya   ,2,1,0,160,56
Rumah,435000000,488000000,561000000,617000000,648000000,680000000,714000000,591857142.857143,Rumah Hook Bagus Sudah Renov Di Citra Indah City Bisa di Nego,siap huni,Jonggol   ,3,2,1,150,142
Rumah,981000000,1099000000,1264000000,1390000000,1460000000,1533000000,1609000000,1333714285.71429,Rumah Hook Bebas Banjir Surat SHM Lokasi Dicikeas  ,siap huni,Cikeas   ,2,1,1,125,48
Rumah,625000000,700000000,805000000,886000000,930000000,977000000,1026000000,849857142.857143,Rumah Hook Cantik Full Renovasi Hara Bisa Di Nego Jonggol  ,siap huni,Jonggol   ,3,2,2,142,120
Rumah,1240000000,1389000000,1598000000,1757000000,1845000000,1937000000,2034000000,1685714285.71429,Rumah Hook Dijual Murah Di Villa Nusa Indah 5,siap huni,Gunung Putri   ,2,1,1,170,70
Rumah,1320000000,1479000000,1701000000,1871000000,1964000000,2062000000,2165000000,1794571428.57143,Rumah Hook Luas Murah di Legenda Wisata Cibubur Bisa Kpr,siap huni,Gunung Putri   ,3,3,1,129,115
Rumah,1300000000,1456000000,1675000000,1842000000,1934000000,2031000000,2133000000,1767285714.28571,RUMAH HOOK MURAH DI VILA   INDAH 5,siap huni,Kedung Halang   ,,,0,134,120
Rumah,875000000,980000000,1127000000,1240000000,1302000000,1367000000,1436000000,1189571428.57143,Rumah Hook SHM Siap Huni Dekat Stasiun  ,siap huni,Ciomas   ,3,2,1,165,165
Rumah,1350000000,1512000000,1739000000,1913000000,2009000000,2109000000,2215000000,1835285714.28571,Rumah Hook Siap Huni  Samping Taman Bermain di cluster Depan,siap huni,Sentul City   ,2,2,1,120,70
Rumah,835000000,936000000,1076000000,1184000000,1243000000,1305000000,1370000000,1135571428.57143,Rumah Hook Tengah Green Area Luas Di Sentul City   ,siap huni,Sentul City   ,2,1,1,150,63
Rumah,5800000000,6496000000,7471000000,8218000000,8629000000,9060000000,9513000000,7883857142.85714,Rumah Huk di Kota Wisata,siap huni,Kota Wisata   ,4,3,0,401,368
Rumah,310000000,348000000,400000000,440000000,462000000,485000000,509000000,422000000,Rumah Huk Strategis. Dekat pintu masuk. One gate sytem 24 jam.,siap huni,Cibubur   ,2,1,1,104,30
Rumah,1800000000,2016000000,2319000000,2551000000,2678000000,2812000000,2953000000,2447000000,Rumah Huni Lengkap Furnish Sentul City  ,siap huni,Sentul City   ,4,4,2,271,200
Rumah,2500000000,2800000000,3220000000,3542000000,3720000000,3906000000,4101000000,3398428571.42857,Rumah Hunian Asri di Rancamaya Golf Estate   Jawa Barat,siap huni,Rancamaya   ,3,2,2,263,224
Rumah,3500000000,3920000000,4508000000,4959000000,5207000000,5468000000,5741000000,4757571428.57143,Rumah Hunian Asri di Rancamaya Golf Estate   Jawa Barat,siap huni,Rancamaya   ,3,3,0,379,274
Rumah,560000000,628000000,722000000,794000000,834000000,875000000,919000000,761714285.714286,Rumah idaman 2 kamar di Panorama Bali Residence,siap huni,Ciseeng   ,2,1,1,90,50
Rumah,500000000,560000000,644000000,709000000,744000000,782000000,821000000,680000000,Rumah Idaman 2 Lantai Cukup Bayar 2 Jt Sudah All In Di Kota  ,siap huni,Tanah Sareal   ,4,2,1,60,72
Rumah,600000000,672000000,773000000,851000000,893000000,938000000,985000000,816000000,Rumah Idaman 4 Kamar Tidur Tipe 100 144 Murah 2190hs,siap huni,Jonggol   ,4,2,2,144,100
Rumah,820000000,919000000,1057000000,1162000000,1220000000,1281000000,1345000000,1114857142.85714,Rumah Idaman Strategis di Natura Serpong Bebas Banjir Harga All In Kpr,siap huni,Gunung Sindur   ,2,1,1,72,34
Rumah,315000000,353000000,406000000,447000000,469000000,493000000,517000000,428571428.571429,Rumah Impian Anda Tersedia Sekarang Harga Terjangkau 2226nn,siap huni,Cileungsi   ,1,1,1,72,62
Rumah,2000000000,2240000000,2576000000,2834000000,2976000000,3125000000,3281000000,2718857142.85714,Rumah indah di cipaku   **,siap huni,Cipaku   ,4,2,0,182,230
Rumah,5500000000,6160000000,7084000000,7793000000,8183000000,8592000000,9021000000,7476142857.14286,RUMAH INDAH SIAP HUNI  FLASH 5 5M HANYA S/D 9 JUNI 2023  BUKIT CIMANGGU CITY  ,siap huni,Cimangu   ,7,5,0,940,450
Rumah,1200000000,1344000000,1546000000,1701000000,1786000000,1875000000,1969000000,1631571428.57143,Rumah Jl Grande Rancamaya Golf Estate  ,siap huni,Rancamaya   ,2,1,0,160,56
Rumah,800000000,896000000,1031000000,1134000000,1191000000,1250000000,1313000000,1087857142.85714,RUMAH KEREN 2 LANTAI DI TANGERANG FREE BIAYA BIAYA,siap huni,Parung Panjang   ,3,2,1,72,67
Rumah,750000000,840000000,966000000,1063000000,1116000000,1172000000,1231000000,1019714285.71429,Rumah Klasik Modern 2 Lantai Lokasi Strategis Dekat Cilebut  ,siap huni,Tajur Halang   ,3,2,1,60,72
Rumah,800000000,896000000,1031000000,1134000000,1191000000,1250000000,1313000000,1087857142.85714,Rumah Klasik Modern Dekat Dengan Stasiun Parung Panjang,siap huni,Parung Panjang   ,2,2,2,60,61
Rumah,18500000000,20720000000,23828000000,26211000000,27522000000,28898000000,30343000000,25146000000,Rumah Kolam Renang Furnished View Golf dan Pegunungan,siap huni,Sentul City   ,4,7,6,2145,600
Rumah,321000000,360000000,414000000,455000000,478000000,502000000,527000000,436714285.714286,Rumah Komersial Di Jalan Utama Fontana lake  bernuansa danau,siap huni,Cileungsi   ,2,1,1,72,30
Rumah,289000000,324000000,373000000,410000000,430000000,452000000,474000000,393142857.142857,Rumah komersial Fontana lake berkualitas,siap huni,Cileungsi   ,2,1,1,60,30
Rumah,289000000,324000000,373000000,410000000,430000000,452000000,474000000,393142857.142857,Rumah Komersil Tanpa Dp,siap huni,Cileungsi   ,2,1,0,60,30
Rumah,1600000000,1792000000,2061000000,2267000000,2381000000,2500000000,2625000000,2175142857.14286,RUMAH KONTRAKAN 2 Lt LOKASI DEKAT KAWASAN INDUSTRI MENARA PERMAI,siap huni,Cileungsi   ,16,16,1,325,325
Rumah,1090000000,1221000000,1404000000,1545000000,1622000000,1703000000,1788000000,1481857142.85714,Rumah kontrakan 6 pintu dan 3 kios di Sukahati  Cibinong  ,siap huni,Cibinong   ,6,9,0,366,195
Rumah,1100000000,1232000000,1417000000,1559000000,1637000000,1719000000,1805000000,1495571428.57143,Rumah Kost Di Jl Ciheuleut  Tegallega Baranangsiang,siap huni,Baranangsiang   ,18,18,0,199,170
Rumah,1100000000,1232000000,1417000000,1559000000,1637000000,1719000000,1805000000,1495571428.57143,Rumah Kost Di Jl Ciheuleut  Tegallega Baranangsiang,siap huni,Baranangsiang   ,18,18,3,199,170
Rumah,980000000,1098000000,1263000000,1389000000,1458000000,1531000000,1608000000,1332428571.42857,Rumah Kost Tengah Kota   Daerah Padat Penduduk Bagus,siap huni,Indraprasta   ,6,3,1,150,250
Rumah,4900000000,5488000000,6312000000,6943000000,7290000000,7654000000,8037000000,6660571428.57143,Rumah Lama Luas Posisi Di Hook Dalam Komplek Di Tajur  ,siap huni,Tajur   ,4,3,0,500,250
Rumah,1320000000,1479000000,1701000000,1871000000,1964000000,2062000000,2165000000,1794571428.57143,Rumah Lingkungan Asri di Legenda Wisata Cibubur Harga All In Bisa Kpr,siap huni,Gunung Putri   ,3,3,1,129,115
Rumah,4500000000,5040000000,5796000000,6376000000,6695000000,7030000000,7381000000,6116857142.85714,Rumah Lingkungan Asri Unfurnished di Sentul City   ,siap huni,Sentul City   ,3,2,2,575,200
Rumah,695000000,779000000,896000000,985000000,1034000000,1086000000,1140000000,945000000,Rumah Lokasi Strategis di Jalan Tegar Beriman Pemda Cibinong,siap huni,Cibinong   ,2,1,1,90,50
Rumah,1050000000,1176000000,1353000000,1488000000,1563000000,1641000000,1723000000,1427714285.71429,Rumah Lokasi Strategis di Perumahan Sentul City  Cluster Udayana,siap huni,Sentul City   ,2,1,1,90,100
Rumah,945000000,1059000000,1218000000,1339000000,1406000000,1477000000,1550000000,1284857142.85714,Rumah Luas 160 Meter Bagus di Citra Indah City Siap Huni,siap huni,Jonggol   ,2,1,1,160,100
Rumah,1820000000,2039000000,2345000000,2579000000,2708000000,2843000000,2986000000,2474285714.28571,Rumah Luas 2 Lantai Area   Barat Harga Nego Siap Kpr,siap huni,Tanah Sareal   ,6,3,1,120,155
Rumah,1820000000,2039000000,2345000000,2579000000,2708000000,2843000000,2986000000,2474285714.28571,Rumah Luas 2 Lantai Dekat Sukaraja Akses Mudah Dekat Tol Harga Nego Siap Kpr,siap huni,Tanah Sareal   ,6,3,0,120,155
Rumah,1110000000,1244000000,1430000000,1573000000,1652000000,1734000000,1821000000,1509142857.14286,Rumah Luas 2 Lantai di Erfina Kencana Regency Cibinong Harga All In Siap Kpr,siap huni,Cibinong   ,3,2,1,105,150
Rumah,3200000000,3584000000,4122000000,4534000000,4761000000,4999000000,5249000000,4349857142.85714,Rumah Luas Akses Mudah Dan Strategis di Palasari  Cijeruk   ,siap huni,Cijeruk   ,5,6,20,980,360
Rumah,2700000000,3024000000,3478000000,3826000000,4017000000,4218000000,4429000000,3670285714.28571,Rumah Luas Dan Nyaman Siap Huni Lokasi Di   Barat Kota  ,siap huni,Curug   ,4,2,0,180,150
